epoch,count
2000-08-01,1722
2001-08-01,3814
2002-08-01,6915
2003-08-01,19911
2004-08-01,11585
2005-08-01,14533
2006-08-01,22915
2007-08-01,27807
2008-08-01,49826
2009-08-01,63102
2010-08-01,70589
2011-08-01,86665
2012-08-01,102306
2013-08-01,195955
2014-08-01,178029
2015-08-01,239599
2016-08-01,323873
2017-08-01,495978
2018-08-01,3653304
2019-08-01,402080332
